"","Ref_Date","GEO","COMPONENTS","Value"
"8268","2008/12","Ontario","Total deliveries","1564611.0"
"8269","2009/01","Ontario","Total deliveries","2064007.0"
"8270","2009/02","Ontario","Total deliveries","1515102.0"
"8271","2009/03","Ontario","Total deliveries","1701667.0"
"8272","2009/04","Ontario","Total deliveries","1057112.0"
"8273","2009/05","Ontario","Total deliveries","1277970.0"
"8274","2009/06","Ontario","Total deliveries","1613818.0"
"8275","2009/07","Ontario","Total deliveries","1822969.0"
"8276","2009/08","Ontario","Total deliveries","1742070.0"
"8277","2009/09","Ontario","Total deliveries","1318682.0"
"8278","2009/10","Ontario","Total deliveries","992510.0"
"8279","2009/11","Ontario","Total deliveries","1221869.0"
"8280","2009/12","Ontario","Total deliveries","1435567.0"
"8281","2010/01","Ontario","Total deliveries","1627149.0"
"8282","2010/02","Ontario","Total deliveries","1377015.0"
"8283","2010/03","Ontario","Total deliveries","1513238.0"
"8284","2010/04","Ontario","Total deliveries","1089154.0"
"8285","2010/05","Ontario","Total deliveries","713432.0"
"8286","2010/06","Ontario","Total deliveries","1438188.0"
"8287","2010/07","Ontario","Total deliveries","1897604.0"
"8288","2010/08","Ontario","Total deliveries","1572892.0"
"8289","2010/09","Ontario","Total deliveries","2053896.0"
"8290","2010/10","Ontario","Total deliveries","1656506.0"
"8291","2010/11","Ontario","Total deliveries","1672369.0"
"8292","2010/12","Ontario","Total deliveries","2475807.0"
"8293","2011/01","Ontario","Total deliveries","2081774.0"
"8294","2011/02","Ontario","Total deliveries","1608596.0"
"8295","2011/03","Ontario","Total deliveries","1416805.0"
"8296","2011/04","Ontario","Total deliveries","1395822.0"
"8297","2011/05","Ontario","Total deliveries","1815279.0"
"8298","2011/06","Ontario","Total deliveries","1371789.0"
"8299","2011/07","Ontario","Total deliveries","1572365.0"
"8300","2011/08","Ontario","Total deliveries","1432105.0"
"8301","2011/09","Ontario","Total deliveries","1176731.0"
"8302","2011/10","Ontario","Total deliveries","1517765.0"
"8303","2011/11","Ontario","Total deliveries","1383865.0"
"8304","2011/12","Ontario","Total deliveries","1203555.0"
"8305","2012/01","Ontario","Total deliveries","1600101.0"
"8306","2012/02","Ontario","Total deliveries","1562249.0"
"8307","2012/03","Ontario","Total deliveries","1768409.0"
"8308","2012/04","Ontario","Total deliveries","2180233.0"
"8309","2012/05","Ontario","Total deliveries","1548469.0"
"8310","2012/06","Ontario","Total deliveries","1668248.0"
"8311","2012/07","Ontario","Total deliveries","1805840.0"
"8312","2012/08","Ontario","Total deliveries","1682317.0"
"8313","2012/09","Ontario","Total deliveries","1247972.0"
"8314","2012/10","Ontario","Total deliveries","1580129.0"
"8315","2012/11","Ontario","Total deliveries","1965059.0"
"8316","2012/12","Ontario","Total deliveries","1749028.0"
"8317","2013/01","Ontario","Total deliveries","2424238.0"
"8318","2013/02","Ontario","Total deliveries","1851883.0"
"8319","2013/03","Ontario","Total deliveries","1869138.0"
"8320","2013/04","Ontario","Total deliveries","1783405.0"
"8321","2013/05","Ontario","Total deliveries","2025387.0"
"8322","2013/06","Ontario","Total deliveries","1975944.0"
"8323","2013/07","Ontario","Total deliveries","1636419.0"
"8324","2013/08","Ontario","Total deliveries","2000944.0"
"8325","2013/09","Ontario","Total deliveries","1592522.0"
"8326","2013/10","Ontario","Total deliveries","1475235.0"
"8327","2013/11","Ontario","Total deliveries","1534043.0"
"8328","2013/12","Ontario","Total deliveries","2455491.0"
"8329","2014/01","Ontario","Total deliveries","2663074.0"
"8330","2014/02","Ontario","Total deliveries","1468198.0"
"8331","2014/03","Ontario","Total deliveries","2388077.0"
"8332","2014/04","Ontario","Total deliveries","1283973.0"
"8333","2014/05","Ontario","Total deliveries","2045333.0"
"8334","2014/06","Ontario","Total deliveries","1547228.0"
"8335","2014/07","Ontario","Total deliveries","1731592.0"
"8336","2014/08","Ontario","Total deliveries","1680102.0"
"8337","2014/09","Ontario","Total deliveries","2145333.0"
"8338","2014/10","Ontario","Total deliveries","1938586.0"
"8339","2014/11","Ontario","Total deliveries","2128223.0"
"8340","2014/12","Ontario","Total deliveries","2265618.0"
"8341","2015/01","Ontario","Total deliveries","2641360.0"
"8342","2015/02","Ontario","Total deliveries","3164044.0"
"8343","2015/03","Ontario","Total deliveries","2500457.0"
"8344","2015/04","Ontario","Total deliveries","2001935.0"
"8345","2015/05","Ontario","Total deliveries","2115992.0"
"8346","2015/06","Ontario","Total deliveries","1993972.0"
"8347","2015/07","Ontario","Total deliveries","1993835.0"
"8348","2015/08","Ontario","Total deliveries","1689494.0"
"8349","2015/09","Ontario","Total deliveries","1165376.0"
"8350","2015/10","Ontario","Total deliveries","1619530.0"
"8351","2015/11","Ontario","Total deliveries","1974667.0"
"8352","2015/12","Ontario","Total deliveries","1857459.0"
"8353","2008/01","Ontario","Deliveries to other provinces","465669.0"
"8354","2008/02","Ontario","Deliveries to other provinces","204374.0"
"8355","2008/03","Ontario","Deliveries to other provinces","246393.0"
"8356","2008/04","Ontario","Deliveries to other provinces","319495.0"
"8357","2008/05","Ontario","Deliveries to other provinces","363282.0"
"8358","2008/06","Ontario","Deliveries to other provinces","451673.0"
"8359","2008/07","Ontario","Deliveries to other provinces","365069.0"
"8360","2008/08","Ontario","Deliveries to other provinces","394931.0"
"8361","2008/09","Ontario","Deliveries to other provinces","298980.0"
"8362","2008/10","Ontario","Deliveries to other provinces","316744.0"
"8363","2008/11","Ontario","Deliveries to other provinces","421041.0"
"8364","2008/12","Ontario","Deliveries to other provinces","266194.0"
"8365","2009/01","Ontario","Deliveries to other provinces","341255.0"
"8366","2009/02","Ontario","Deliveries to other provinces","238231.0"
"8367","2009/03","Ontario","Deliveries to other provinces","218858.0"
"8368","2009/04","Ontario","Deliveries to other provinces","176678.0"
"8369","2009/05","Ontario","Deliveries to other provinces","219859.0"
"8370","2009/06","Ontario","Deliveries to other provinces","175601.0"
"8371","2009/07","Ontario","Deliveries to other provinces","168976.0"
"8372","2009/08","Ontario","Deliveries to other provinces","235091.0"
"8373","2009/09","Ontario","Deliveries to other provinces","153373.0"
"8374","2009/10","Ontario","Deliveries to other provinces","95142.0"
"8375","2009/11","Ontario","Deliveries to other provinces","477040.0"
"8376","2009/12","Ontario","Deliveries to other provinces","239715.0"
"8377","2010/01","Ontario","Deliveries to other provinces","306896.0"
"8378","2010/02","Ontario","Deliveries to other provinces","247273.0"
"8379","2010/03","Ontario","Deliveries to other provinces","332554.0"
"8380","2010/04","Ontario","Deliveries to other provinces","289869.0"
"8381","2010/05","Ontario","Deliveries to other provinces","162959.0"
"8382","2010/06","Ontario","Deliveries to other provinces","458117.0"
"8383","2010/07","Ontario","Deliveries to other provinces","728029.0"
"8384","2010/08","Ontario","Deliveries to other provinces","871901.0"
"8385","2010/09","Ontario","Deliveries to other provinces","1107847.0"
"8386","2010/10","Ontario","Deliveries to other provinces","1088645.0"
"8387","2010/11","Ontario","Deliveries to other provinces","1106258.0"
"8388","2010/12","Ontario","Deliveries to other provinces","1178678.0"
"8389","2011/01","Ontario","Deliveries to other provinces","699665.0"
"8390","2011/02","Ontario","Deliveries to other provinces","680285.0"
"8391","2011/03","Ontario","Deliveries to other provinces","419351.0"
"8392","2011/04","Ontario","Deliveries to other provinces","511217.0"
"8393","2011/05","Ontario","Deliveries to other provinces","702539.0"
"8394","2011/06","Ontario","Deliveries to other provinces","559139.0"
"8395","2011/07","Ontario","Deliveries to other provinces","443327.0"
"8396","2011/08","Ontario","Deliveries to other provinces","533493.0"
"8397","2011/09","Ontario","Deliveries to other provinces","535773.0"
"8398","2011/10","Ontario","Deliveries to other provinces","702249.0"
"8399","2011/11","Ontario","Deliveries to other provinces","620625.0"
"8400","2011/12","Ontario","Deliveries to other provinces","502310.0"
"8401","2012/01","Ontario","Deliveries to other provinces","614248.0"
"8402","2012/02","Ontario","Deliveries to other provinces","507610.0"
"8403","2012/03","Ontario","Deliveries to other provinces","473141.0"
"8404","2012/04","Ontario","Deliveries to other provinces","532717.0"
"8405","2012/05","Ontario","Deliveries to other provinces","456960.0"
"8406","2012/06","Ontario","Deliveries to other provinces","587763.0"
"8407","2012/07","Ontario","Deliveries to other provinces","545537.0"
"8408","2012/08","Ontario","Deliveries to other provinces","528099.0"
"8409","2012/09","Ontario","Deliveries to other provinces","405615.0"
"8410","2012/10","Ontario","Deliveries to other provinces","483100.0"
"8411","2012/11","Ontario","Deliveries to other provinces","593685.0"
"8412","2012/12","Ontario","Deliveries to other provinces","571526.0"
"8413","2013/01","Ontario","Deliveries to other provinces","1013078.0"
"8414","2013/02","Ontario","Deliveries to other provinces","665011.0"
"8415","2013/03","Ontario","Deliveries to other provinces","618523.0"
"8416","2013/04","Ontario","Deliveries to other provinces","414054.0"
"8417","2013/05","Ontario","Deliveries to other provinces","608381.0"
"8418","2013/06","Ontario","Deliveries to other provinces","540043.0"
"8419","2013/07","Ontario","Deliveries to other provinces","83285.0"
"8420","2013/08","Ontario","Deliveries to other provinces","481702.0"
"8421","2013/09","Ontario","Deliveries to other provinces","337644.0"
"8422","2013/10","Ontario","Deliveries to other provinces","129826.0"
"8423","2013/11","Ontario","Deliveries to other provinces","387594.0"
"8424","2013/12","Ontario","Deliveries to other provinces","988420.0"
"8425","2014/01","Ontario","Deliveries to other provinces","1105861.0"
"8426","2014/02","Ontario","Deliveries to other provinces","559622.0"
"8427","2014/03","Ontario","Deliveries to other provinces","768563.0"
"8428","2014/04","Ontario","Deliveries to other provinces","311521.0"
"8429","2014/05","Ontario","Deliveries to other provinces","556661.0"
"8430","2014/06","Ontario","Deliveries to other provinces","259163.0"
"8431","2014/07","Ontario","Deliveries to other provinces","269129.0"
"8432","2014/08","Ontario","Deliveries to other provinces","229124.0"
"8433","2014/09","Ontario","Deliveries to other provinces","634571.0"
"8434","2014/10","Ontario","Deliveries to other provinces","457573.0"
"8435","2014/11","Ontario","Deliveries to other provinces","563510.0"
"8436","2014/12","Ontario","Deliveries to other provinces","487117.0"
"8437","2015/01","Ontario","Deliveries to other provinces","817925.0"
"8438","2015/02","Ontario","Deliveries to other provinces","1229402.0"
"8439","2015/03","Ontario","Deliveries to other provinces","308561.0"
"8440","2015/04","Ontario","Deliveries to other provinces","275029.0"
"8441","2015/05","Ontario","Deliveries to other provinces","297100.0"
"8442","2015/06","Ontario","Deliveries to other provinces","309920.0"
"8443","2015/07","Ontario","Deliveries to other provinces","311984.0"
"8444","2015/08","Ontario","Deliveries to other provinces","254098.0"
"8445","2015/09","Ontario","Deliveries to other provinces","145846.0"
"8446","2015/10","Ontario","Deliveries to other provinces","196637.0"
"8447","2015/11","Ontario","Deliveries to other provinces","174860.0"
"8448","2015/12","Ontario","Deliveries to other provinces","255131.0"
"8449","2008/01","Ontario","Deliveries to the United States","1614308.0"
"8450","2008/02","Ontario","Deliveries to the United States","1399424.0"
"8451","2008/03","Ontario","Deliveries to the United States","1208189.0"
"8452","2008/04","Ontario","Deliveries to the United States","1804160.0"
"8453","2008/05","Ontario","Deliveries to the United States","2067152.0"
"8454","2008/06","Ontario","Deliveries to the United States","1915600.0"
"8455","2008/07","Ontario","Deliveries to the United States","2078516.0"
"8456","2008/08","Ontario","Deliveries to the United States","1611581.0"
"8457","2008/09","Ontario","Deliveries to the United States","1178315.0"
"8458","2008/10","Ontario","Deliveries to the United States","1363989.0"
"8459","2008/11","Ontario","Deliveries to the United States","1152870.0"
"8460","2008/12","Ontario","Deliveries to the United States","1298417.0"
"8461","2009/01","Ontario","Deliveries to the United States","1722752.0"
"8462","2009/02","Ontario","Deliveries to the United States","1276871.0"
"8463","2009/03","Ontario","Deliveries to the United States","1482809.0"
"8464","2009/04","Ontario","Deliveries to the United States","880434.0"
"8465","2009/05","Ontario","Deliveries to the United States","1058111.0"
"8466","2009/06","Ontario","Deliveries to the United States","1438217.0"
"8467","2009/07","Ontario","Deliveries to the United States","1653993.0"
"8468","2009/08","Ontario","Deliveries to the United States","1506979.0"
"8469","2009/09","Ontario","Deliveries to the United States","1165309.0"
"8470","2009/10","Ontario","Deliveries to the United States","897368.0"
"8471","2009/11","Ontario","Deliveries to the United States","744829.0"
"8472","2009/12","Ontario","Deliveries to the United States","1195852.0"
"8473","2010/01","Ontario","Deliveries to the United States","1320253.0"
"8474","2010/02","Ontario","Deliveries to the United States","1129742.0"
"8475","2010/03","Ontario","Deliveries to the United States","1180684.0"
"8476","2010/04","Ontario","Deliveries to the United States","799285.0"
"8477","2010/05","Ontario","Deliveries to the United States","550473.0"
"8478","2010/06","Ontario","Deliveries to the United States","980071.0"
"8479","2010/07","Ontario","Deliveries to the United States","1169575.0"
"8480","2010/08","Ontario","Deliveries to the United States","700991.0"
"8481","2010/09","Ontario","Deliveries to the United States","946049.0"
"8482","2010/10","Ontario","Deliveries to the United States","567861.0"
"8483","2010/11","Ontario","Deliveries to the United States","566111.0"
"8484","2010/12","Ontario","Deliveries to the United States","1297129.0"
"8485","2011/01","Ontario","Deliveries to the United States","1382109.0"
"8486","2011/02","Ontario","Deliveries to the United States","928311.0"
"8487","2011/03","Ontario","Deliveries to the United States","997454.0"
"8488","2011/04","Ontario","Deliveries to the United States","884605.0"
"8489","2011/05","Ontario","Deliveries to the United States","1112740.0"
"8490","2011/06","Ontario","Deliveries to the United States","812650.0"
"8491","2011/07","Ontario","Deliveries to the United States","1129038.0"
"8492","2011/08","Ontario","Deliveries to the United States","898612.0"
"8493","2011/09","Ontario","Deliveries to the United States","640958.0"
"8494","2011/10","Ontario","Deliveries to the United States","815516.0"
"8495","2011/11","Ontario","Deliveries to the United States","763240.0"
"8496","2011/12","Ontario","Deliveries to the United States","701245.0"
"8497","2012/01","Ontario","Deliveries to the United States","985853.0"
"8498","2012/02","Ontario","Deliveries to the United States","1054639.0"
"8499","2012/03","Ontario","Deliveries to the United States","1295268.0"
"8500","2012/04","Ontario","Deliveries to the United States","1647516.0"
"8501","2012/05","Ontario","Deliveries to the United States","1091509.0"
"8502","2012/06","Ontario","Deliveries to the United States","1080485.0"
"8503","2012/07","Ontario","Deliveries to the United States","1260303.0"
"8504","2012/08","Ontario","Deliveries to the United States","1154218.0"
"8505","2012/09","Ontario","Deliveries to the United States","842357.0"
"8506","2012/10","Ontario","Deliveries to the United States","1097029.0"
"8507","2012/11","Ontario","Deliveries to the United States","1371374.0"
"8508","2012/12","Ontario","Deliveries to the United States","1177502.0"
"8509","2013/01","Ontario","Deliveries to the United States","1411160.0"
"8510","2013/02","Ontario","Deliveries to the United States","1186872.0"
"8511","2013/03","Ontario","Deliveries to the United States","1250615.0"
"8512","2013/04","Ontario","Deliveries to the United States","1369351.0"
"8513","2013/05","Ontario","Deliveries to the United States","1417006.0"
"8514","2013/06","Ontario","Deliveries to the United States","1435901.0"
"8515","2013/07","Ontario","Deliveries to the United States","1553134.0"
"8516","2013/08","Ontario","Deliveries to the United States","1519242.0"
"8517","2013/09","Ontario","Deliveries to the United States","1254878.0"
"8518","2013/10","Ontario","Deliveries to the United States","1345409.0"
"8519","2013/11","Ontario","Deliveries to the United States","1146449.0"
"8520","2013/12","Ontario","Deliveries to the United States","1467071.0"
"8521","2014/01","Ontario","Deliveries to the United States","1557213.0"
"8522","2014/02","Ontario","Deliveries to the United States","908576.0"
"8523","2014/03","Ontario","Deliveries to the United States","1619514.0"
"8524","2014/04","Ontario","Deliveries to the United States","972452.0"
"8525","2014/05","Ontario","Deliveries to the United States","1488672.0"
"8526","2014/06","Ontario","Deliveries to the United States","1288065.0"
"8527","2014/07","Ontario","Deliveries to the United States","1462463.0"
"8528","2014/08","Ontario","Deliveries to the United States","1450978.0"
"8529","2014/09","Ontario","Deliveries to the United States","1510762.0"
"8530","2014/10","Ontario","Deliveries to the United States","1481013.0"
"8531","2014/11","Ontario","Deliveries to the United States","1564713.0"
"8532","2014/12","Ontario","Deliveries to the United States","1778501.0"
"8533","2015/01","Ontario","Deliveries to the United States","1823435.0"
"8534","2015/02","Ontario","Deliveries to the United States","1934642.0"
"8535","2015/03","Ontario","Deliveries to the United States","2191896.0"
"8536","2015/04","Ontario","Deliveries to the United States","1726906.0"
"8537","2015/05","Ontario","Deliveries to the United States","1818892.0"
"8538","2015/06","Ontario","Deliveries to the United States","1684052.0"
"8539","2015/07","Ontario","Deliveries to the United States","1681851.0"
"8540","2015/08","Ontario","Deliveries to the United States","1435396.0"
"8541","2015/09","Ontario","Deliveries to the United States","1019530.0"
"8542","2015/10","Ontario","Deliveries to the United States","1422893.0"
"8543","2015/11","Ontario","Deliveries to the United States","1799807.0"
"8544","2015/12","Ontario","Deliveries to the United States","1602328.0"
"8545","2008/01","Ontario","Total firm deliveries","765054.0"
"8546","2008/02","Ontario","Total firm deliveries","680159.0"
"8547","2008/03","Ontario","Total firm deliveries","549246.0"
"8548","2008/04","Ontario","Total firm deliveries","934734.0"
"8549","2008/05","Ontario","Total firm deliveries","1353601.0"
"8550","2008/06","Ontario","Total firm deliveries","1204948.0"
"8551","2008/07","Ontario","Total firm deliveries","1268684.0"
"8552","2008/08","Ontario","Total firm deliveries","789040.0"
"8553","2008/09","Ontario","Total firm deliveries","561315.0"
"8554","2008/10","Ontario","Total firm deliveries","714397.0"
"8555","2008/11","Ontario","Total firm deliveries","607509.0"
"8556","2008/12","Ontario","Total firm deliveries","831234.0"
"8557","2009/01","Ontario","Total firm deliveries","1133765.0"
"8558","2009/02","Ontario","Total firm deliveries","862612.0"
"8559","2009/03","Ontario","Total firm deliveries","976899.0"
"8560","2009/04","Ontario","Total firm deliveries","460276.0"
"8561","2009/05","Ontario","Total firm deliveries","647358.0"
"8562","2009/06","Ontario","Total firm deliveries","650901.0"
"8563","2009/07","Ontario","Total firm deliveries","983313.0"
"8564","2009/08","Ontario","Total firm deliveries","754749.0"
"8565","2009/09","Ontario","Total firm deliveries","528527.0"
"8566","2009/10","Ontario","Total firm deliveries","354750.0"
"8567","2009/11","Ontario","Total firm deliveries","386832.0"
"8568","2009/12","Ontario","Total firm deliveries","455792.0"
"8569","2010/01","Ontario","Total firm deliveries","565677.0"
"8570","2010/02","Ontario","Total firm deliveries","566856.0"
"8571","2010/03","Ontario","Total firm deliveries","535349.0"
"8572","2010/04","Ontario","Total firm deliveries","452688.0"
"8573","2010/05","Ontario","Total firm deliveries","283240.0"
"8574","2010/06","Ontario","Total firm deliveries","360443.0"
"8575","2010/07","Ontario","Total firm deliveries","649840.0"
"8576","2010/08","Ontario","Total firm deliveries","1205355.0"
"8577","2010/09","Ontario","Total firm deliveries","484301.0"
"8578","2010/10","Ontario","Total firm deliveries","1372836.0"
"8579","2010/11","Ontario","Total firm deliveries","324391.0"
"8580","2010/12","Ontario","Total firm deliveries","652958.0"
"8581","2011/01","Ontario","Total firm deliveries","1231115.0"
"8582","2011/02","Ontario","Total firm deliveries","491474.0"
"8583","2011/03","Ontario","Total firm deliveries","533292.0"
"8584","2011/04","Ontario","Total firm deliveries","466790.0"
"8585","2011/05","Ontario","Total firm deliveries","539105.0"
"8586","2011/06","Ontario","Total firm deliveries","446583.0"
"8587","2011/07","Ontario","Total firm deliveries","615765.0"
"8588","2011/08","Ontario","Total firm deliveries","753531.0"
"8589","2011/09","Ontario","Total firm deliveries","520236.0"
"8590","2011/10","Ontario","Total firm deliveries","646148.0"
"8591","2011/11","Ontario","Total firm deliveries","797942.0"
"8592","2011/12","Ontario","Total firm deliveries","616143.0"
"8593","2012/01","Ontario","Total firm deliveries","859944.0"
"8594","2012/02","Ontario","Total firm deliveries","859610.0"
"8595","2012/03","Ontario","Total firm deliveries","1031091.0"
"8596","2012/04","Ontario","Total firm deliveries","1442246.0"
"8597","2012/05","Ontario","Total firm deliveries","880112.0"
"8598","2012/06","Ontario","Total firm deliveries","1139145.0"
"8599","2012/07","Ontario","Total firm deliveries","1057413.0"
"8600","2012/08","Ontario","Total firm deliveries","986054.0"
"8601","2012/09","Ontario","Total firm deliveries","737948.0"
"8602","2012/10","Ontario","Total firm deliveries","900140.0"
"8603","2012/11","Ontario","Total firm deliveries","927393.0"
"8604","2012/12","Ontario","Total firm deliveries","936333.0"
"8605","2013/01","Ontario","Total firm deliveries","1123170.0"
"8606","2013/02","Ontario","Total firm deliveries","571420.0"
"8607","2013/03","Ontario","Total firm deliveries","953191.0"
"8608","2013/04","Ontario","Total firm deliveries","429119.0"
"8609","2013/05","Ontario","Total firm deliveries","502227.0"
"8610","2013/06","Ontario","Total firm deliveries","644581.0"
"8611","2013/07","Ontario","Total firm deliveries","493865.0"
"8612","2013/08","Ontario","Total firm deliveries","571189.0"
"8613","2013/09","Ontario","Total firm deliveries","282752.0"
"8614","2013/10","Ontario","Total firm deliveries","317907.0"
"8615","2013/11","Ontario","Total firm deliveries","659726.0"
"8616","2013/12","Ontario","Total firm deliveries","1041681.0"
"8617","2014/01","Ontario","Total firm deliveries","1226164.0"
"8618","2014/02","Ontario","Total firm deliveries","707409.0"
"8619","2014/03","Ontario","Total firm deliveries","1515466.0"
"8620","2014/04","Ontario","Total firm deliveries","508300.0"
"8621","2014/05","Ontario","Total firm deliveries","778360.0"
"8622","2014/06","Ontario","Total firm deliveries","690588.0"
"8623","2014/07","Ontario","Total firm deliveries","614433.0"
"8624","2014/08","Ontario","Total firm deliveries","522808.0"
"8625","2014/09","Ontario","Total firm deliveries","858580.0"
"8626","2014/10","Ontario","Total firm deliveries","577238.0"
"8627","2014/11","Ontario","Total firm deliveries","673420.0"
"8628","2014/12","Ontario","Total firm deliveries","701439.0"
"8629","2015/01","Ontario","Total firm deliveries","1042108.0"
"8630","2015/02","Ontario","Total firm deliveries","1454826.0"
"8631","2015/03","Ontario","Total firm deliveries","963939.0"
"8632","2015/04","Ontario","Total firm deliveries","688348.0"
"8633","2015/05","Ontario","Total firm deliveries","806153.0"
"8634","2015/06","Ontario","Total firm deliveries","762506.0"
"8635","2015/07","Ontario","Total firm deliveries","655537.0"
"8636","2015/08","Ontario","Total firm deliveries","653031.0"
"8637","2015/09","Ontario","Total firm deliveries","307948.0"
"8638","2015/10","Ontario","Total firm deliveries","416338.0"
"8639","2015/11","Ontario","Total firm deliveries","672569.0"
"8640","2015/12","Ontario","Total firm deliveries","632311.0"
"8641","2008/01","Ontario","Firm deliveries to the United States","765054.0"
"8642","2008/02","Ontario","Firm deliveries to the United States","680159.0"
"8643","2008/03","Ontario","Firm deliveries to the United States","549246.0"
"8644","2008/04","Ontario","Firm deliveries to the United States","934734.0"
"8645","2008/05","Ontario","Firm deliveries to the United States","1353601.0"
"8646","2008/06","Ontario","Firm deliveries to the United States","1204948.0"
"8647","2008/07","Ontario","Firm deliveries to the United States","1268684.0"
"8648","2008/08","Ontario","Firm deliveries to the United States","789040.0"
"8649","2008/09","Ontario","Firm deliveries to the United States","561315.0"
"8650","2008/10","Ontario","Firm deliveries to the United States","714397.0"
"8651","2008/11","Ontario","Firm deliveries to the United States","607509.0"
"8652","2008/12","Ontario","Firm deliveries to the United States","831234.0"
"8653","2009/01","Ontario","Firm deliveries to the United States","1133765.0"
"8654","2009/02","Ontario","Firm deliveries to the United States","862612.0"
"8655","2009/03","Ontario","Firm deliveries to the United States","976899.0"
"8656","2009/04","Ontario","Firm deliveries to the United States","460276.0"
"8657","2009/05","Ontario","Firm deliveries to the United States","647358.0"
"8658","2009/06","Ontario","Firm deliveries to the United States","650901.0"
"8659","2009/07","Ontario","Firm deliveries to the United States","983313.0"
"8660","2009/08","Ontario","Firm deliveries to the United States","754749.0"
"8661","2009/09","Ontario","Firm deliveries to the United States","528527.0"
"8662","2009/10","Ontario","Firm deliveries to the United States","354750.0"
"8663","2009/11","Ontario","Firm deliveries to the United States","386832.0"
"8664","2009/12","Ontario","Firm deliveries to the United States","455792.0"
"8665","2010/01","Ontario","Firm deliveries to the United States","565677.0"
"8666","2010/02","Ontario","Firm deliveries to the United States","566856.0"
"8667","2010/03","Ontario","Firm deliveries to the United States","535349.0"
"8668","2010/04","Ontario","Firm deliveries to the United States","452688.0"
"8669","2010/05","Ontario","Firm deliveries to the United States","283240.0"
"8670","2010/06","Ontario","Firm deliveries to the United States","360443.0"
"8671","2010/07","Ontario","Firm deliveries to the United States","649840.0"
"8672","2010/08","Ontario","Firm deliveries to the United States","333454.0"
"8673","2010/09","Ontario","Firm deliveries to the United States","484301.0"
"8674","2010/10","Ontario","Firm deliveries to the United States","303996.0"
"8675","2010/11","Ontario","Firm deliveries to the United States","324391.0"
"8676","2010/12","Ontario","Firm deliveries to the United States","652958.0"
"8677","2011/01","Ontario","Firm deliveries to the United States","764964.0"
"8678","2011/02","Ontario","Firm deliveries to the United States","491474.0"
"8679","2011/03","Ontario","Firm deliveries to the United States","533292.0"
"8680","2011/04","Ontario","Firm deliveries to the United States","466790.0"
"8681","2011/05","Ontario","Firm deliveries to the United States","538135.0"
"8682","2011/06","Ontario","Firm deliveries to the United States","446583.0"
"8683","2011/07","Ontario","Firm deliveries to the United States","615765.0"
"8684","2011/08","Ontario","Firm deliveries to the United States","517412.0"
"8685","2011/09","Ontario","Firm deliveries to the United States","368347.0"
"8686","2011/10","Ontario","Firm deliveries to the United States","418562.0"
"8687","2011/11","Ontario","Firm deliveries to the United States","542975.0"
"8688","2011/12","Ontario","Firm deliveries to the United States","407009.0"
"8689","2012/01","Ontario","Firm deliveries to the United States","524924.0"
"8690","2012/02","Ontario","Firm deliveries to the United States","513429.0"
"8691","2012/03","Ontario","Firm deliveries to the United States","691628.0"
"8692","2012/04","Ontario","Firm deliveries to the United States","992696.0"
"8693","2012/05","Ontario","Firm deliveries to the United States","515527.0"
"8694","2012/06","Ontario","Firm deliveries to the United States","649657.0"
"8695","2012/07","Ontario","Firm deliveries to the United States","588290.0"
"8696","2012/08","Ontario","Firm deliveries to the United States","581280.0"
"8697","2012/09","Ontario","Firm deliveries to the United States","407844.0"
"8698","2012/10","Ontario","Firm deliveries to the United States","575396.0"
"8699","2012/11","Ontario","Firm deliveries to the United States","524060.0"
"8700","2012/12","Ontario","Firm deliveries to the United States","516031.0"
"8701","2013/01","Ontario","Firm deliveries to the United States","570945.0"
"8702","2013/02","Ontario","Firm deliveries to the United States","450935.0"
"8703","2013/03","Ontario","Firm deliveries to the United States","359229.0"
"8704","2013/04","Ontario","Firm deliveries to the United States","428198.0"
"8705","2013/05","Ontario","Firm deliveries to the United States","500983.0"
"8706","2013/06","Ontario","Firm deliveries to the United States","500829.0"
"8707","2013/07","Ontario","Firm deliveries to the United States","493865.0"
"8708","2013/08","Ontario","Firm deliveries to the United States","467840.0"
"8709","2013/09","Ontario","Firm deliveries to the United States","282752.0"
"8710","2013/10","Ontario","Firm deliveries to the United States","297416.0"
"8711","2013/11","Ontario","Firm deliveries to the United States","356664.0"
"8712","2013/12","Ontario","Firm deliveries to the United States","449910.0"
"8713","2014/01","Ontario","Firm deliveries to the United States","576447.0"
"8714","2014/02","Ontario","Firm deliveries to the United States","357325.0"
"8715","2014/03","Ontario","Firm deliveries to the United States","1028578.0"
"8716","2014/04","Ontario","Firm deliveries to the United States","307135.0"
"8717","2014/05","Ontario","Firm deliveries to the United States","539402.0"
"8718","2014/06","Ontario","Firm deliveries to the United States","439159.0"
"8719","2014/07","Ontario","Firm deliveries to the United States","444695.0"
"8720","2014/08","Ontario","Firm deliveries to the United States","474673.0"
"8721","2014/09","Ontario","Firm deliveries to the United States","573198.0"
"8722","2014/10","Ontario","Firm deliveries to the United States","447888.0"
"8723","2014/11","Ontario","Firm deliveries to the United States","461244.0"
"8724","2014/12","Ontario","Firm deliveries to the United States","493559.0"
"8725","2015/01","Ontario","Firm deliveries to the United States","622661.0"
"8726","2015/02","Ontario","Firm deliveries to the United States","774278.0"
"8727","2015/03","Ontario","Firm deliveries to the United States","766309.0"
"8728","2015/04","Ontario","Firm deliveries to the United States","580170.0"
"8729","2015/05","Ontario","Firm deliveries to the United States","668045.0"
