"","Ref_Date","GEO","COMPONENTS","Value"
"2268","2012/12","Prince Edward Island","Total generation","17617.0"
"2269","2013/01","Prince Edward Island","Total generation","19882.0"
"2270","2013/02","Prince Edward Island","Total generation","13111.0"
"2271","2013/03","Prince Edward Island","Total generation","12534.0"
"2272","2013/04","Prince Edward Island","Total generation","13743.0"
"2273","2013/05","Prince Edward Island","Total generation","14096.0"
"2274","2013/06","Prince Edward Island","Total generation","8759.0"
"2275","2013/07","Prince Edward Island","Total generation","8345.0"
"2276","2013/08","Prince Edward Island","Total generation","8895.0"
"2277","2013/09","Prince Edward Island","Total generation","12653.0"
"2278","2013/10","Prince Edward Island","Total generation","11507.0"
"2279","2013/11","Prince Edward Island","Total generation","14631.0"
"2280","2013/12","Prince Edward Island","Total generation","16065.0"
"2281","2014/01","Prince Edward Island","Total generation","21691.0"
"2282","2014/02","Prince Edward Island","Total generation","16941.0"
"2283","2014/03","Prince Edward Island","Total generation","22058.0"
"2284","2014/04","Prince Edward Island","Total generation","25807.0"
"2285","2014/05","Prince Edward Island","Total generation","13948.0"
"2286","2014/06","Prince Edward Island","Total generation","15536.0"
"2287","2014/07","Prince Edward Island","Total generation","20655.0"
"2288","2014/08","Prince Edward Island","Total generation","14990.0"
"2289","2014/09","Prince Edward Island","Total generation","22057.0"
"2290","2014/10","Prince Edward Island","Total generation","22010.0"
"2291","2014/11","Prince Edward Island","Total generation","25411.0"
"2292","2014/12","Prince Edward Island","Total generation","28202.0"
"2293","2015/01","Prince Edward Island","Total generation","27457.0"
"2294","2015/02","Prince Edward Island","Total generation","25628.0"
"2295","2015/03","Prince Edward Island","Total generation","26858.0"
"2296","2015/04","Prince Edward Island","Total generation","20200.0"
"2297","2015/05","Prince Edward Island","Total generation","21181.0"
"2298","2015/06","Prince Edward Island","Total generation","20013.0"
"2299","2015/07","Prince Edward Island","Total generation","13022.0"
"2300","2015/08","Prince Edward Island","Total generation","15824.0"
"2301","2015/09","Prince Edward Island","Total generation","21347.0"
"2302","2015/10","Prince Edward Island","Total generation","29013.0"
"2303","2015/11","Prince Edward Island","Total generation","28371.0"
"2304","2015/12","Prince Edward Island","Total generation","24287.0"
"2305","2008/01","Prince Edward Island","Total receipts","92270.0"
"2306","2008/02","Prince Edward Island","Total receipts","90545.0"
"2307","2008/03","Prince Edward Island","Total receipts","93484.0"
"2308","2008/04","Prince Edward Island","Total receipts","86196.0"
"2309","2008/05","Prince Edward Island","Total receipts","89897.0"
"2310","2008/06","Prince Edward Island","Total receipts","88239.0"
"2311","2008/07","Prince Edward Island","Total receipts","101496.0"
"2312","2008/08","Prince Edward Island","Total receipts","94201.0"
"2313","2008/09","Prince Edward Island","Total receipts","82499.0"
"2314","2008/10","Prince Edward Island","Total receipts","82398.0"
"2315","2008/11","Prince Edward Island","Total receipts","86223.0"
"2316","2008/12","Prince Edward Island","Total receipts","93023.0"
"2317","2009/01","Prince Edward Island","Total receipts","101191.0"
"2318","2009/02","Prince Edward Island","Total receipts","86127.0"
"2319","2009/03","Prince Edward Island","Total receipts","91814.0"
"2320","2009/04","Prince Edward Island","Total receipts","78814.0"
"2321","2009/05","Prince Edward Island","Total receipts","80032.0"
"2322","2009/06","Prince Edward Island","Total receipts","83934.0"
"2323","2009/07","Prince Edward Island","Total receipts","93024.0"
"2324","2009/08","Prince Edward Island","Total receipts","97144.0"
"2325","2009/09","Prince Edward Island","Total receipts","64015.0"
"2326","2009/10","Prince Edward Island","Total receipts","81557.0"
"2327","2009/11","Prince Edward Island","Total receipts","82655.0"
"2328","2009/12","Prince Edward Island","Total receipts","92745.0"
"2329","2010/01","Prince Edward Island","Total receipts","92492.0"
"2330","2010/02","Prince Edward Island","Total receipts","83431.0"
"2331","2010/03","Prince Edward Island","Total receipts","85231.0"
"2332","2010/04","Prince Edward Island","Total receipts","77550.0"
"2333","2010/05","Prince Edward Island","Total receipts","77733.0"
"2334","2010/06","Prince Edward Island","Total receipts","81917.0"
"2335","2010/07","Prince Edward Island","Total receipts","88687.0"
"2336","2010/08","Prince Edward Island","Total receipts","96845.0"
"2337","2010/09","Prince Edward Island","Total receipts","76089.0"
"2338","2010/10","Prince Edward Island","Total receipts","81003.0"
"2339","2010/11","Prince Edward Island","Total receipts","83154.0"
"2340","2010/12","Prince Edward Island","Total receipts","83062.0"
"2341","2011/01","Prince Edward Island","Total receipts","88541.0"
"2342","2011/02","Prince Edward Island","Total receipts","78528.0"
"2343","2011/03","Prince Edward Island","Total receipts","85351.0"
"2344","2011/04","Prince Edward Island","Total receipts","76337.0"
"2345","2011/05","Prince Edward Island","Total receipts","78718.0"
"2346","2011/06","Prince Edward Island","Total receipts","83159.0"
"2347","2011/07","Prince Edward Island","Total receipts","89772.0"
"2348","2011/08","Prince Edward Island","Total receipts","92884.0"
"2349","2011/09","Prince Edward Island","Total receipts","83809.0"
"2350","2011/10","Prince Edward Island","Total receipts","80731.0"
"2351","2011/11","Prince Edward Island","Total receipts","75770.0"
"2352","2011/12","Prince Edward Island","Total receipts","92113.0"
"2353","2012/01","Prince Edward Island","Total receipts","96405.0"
"2354","2012/02","Prince Edward Island","Total receipts","90670.0"
"2355","2012/03","Prince Edward Island","Total receipts","87300.0"
"2356","2012/04","Prince Edward Island","Total receipts","77778.0"
"2357","2012/05","Prince Edward Island","Total receipts","84541.0"
"2358","2012/06","Prince Edward Island","Total receipts","79181.0"
"2359","2012/07","Prince Edward Island","Total receipts","76828.0"
"2360","2012/08","Prince Edward Island","Total receipts","101257.0"
"2361","2012/09","Prince Edward Island","Total receipts","81571.0"
"2362","2012/10","Prince Edward Island","Total receipts","81742.0"
"2363","2012/11","Prince Edward Island","Total receipts","84656.0"
"2364","2012/12","Prince Edward Island","Total receipts","87673.0"
"2365","2013/01","Prince Edward Island","Total receipts","82500.0"
"2366","2013/02","Prince Edward Island","Total receipts","76404.0"
"2367","2013/03","Prince Edward Island","Total receipts","85603.0"
"2368","2013/04","Prince Edward Island","Total receipts","80141.0"
"2369","2013/05","Prince Edward Island","Total receipts","72773.0"
"2370","2013/06","Prince Edward Island","Total receipts","68223.0"
"2371","2013/07","Prince Edward Island","Total receipts","77368.0"
"2372","2013/08","Prince Edward Island","Total receipts","72864.0"
"2373","2013/09","Prince Edward Island","Total receipts","57621.0"
"2374","2013/10","Prince Edward Island","Total receipts","72603.0"
"2375","2013/11","Prince Edward Island","Total receipts","70767.0"
"2376","2013/12","Prince Edward Island","Total receipts","83485.0"
"2377","2014/01","Prince Edward Island","Total receipts","81064.0"
"2378","2014/02","Prince Edward Island","Total receipts","73907.0"
"2379","2014/03","Prince Edward Island","Total receipts","71473.0"
"2380","2014/04","Prince Edward Island","Total receipts","60088.0"
"2381","2014/05","Prince Edward Island","Total receipts","85360.0"
"2382","2014/06","Prince Edward Island","Total receipts","78489.0"
"2383","2014/07","Prince Edward Island","Total receipts","64415.0"
"2384","2014/08","Prince Edward Island","Total receipts","68319.0"
"2385","2014/09","Prince Edward Island","Total receipts","51051.0"
"2386","2014/10","Prince Edward Island","Total receipts","57521.0"
"2387","2014/11","Prince Edward Island","Total receipts","64620.0"
"2388","2014/12","Prince Edward Island","Total receipts","74738.0"
"2389","2015/01","Prince Edward Island","Total receipts","86280.0"
"2390","2015/02","Prince Edward Island","Total receipts","80803.0"
"2391","2015/03","Prince Edward Island","Total receipts","83542.0"
"2392","2015/04","Prince Edward Island","Total receipts","85838.0"
"2393","2015/05","Prince Edward Island","Total receipts","58264.0"
"2394","2015/06","Prince Edward Island","Total receipts","64079.0"
"2395","2015/07","Prince Edward Island","Total receipts","93875.0"
"2396","2015/08","Prince Edward Island","Total receipts","91797.0"
"2397","2015/09","Prince Edward Island","Total receipts","59739.0"
"2398","2015/10","Prince Edward Island","Total receipts","55131.0"
"2399","2015/11","Prince Edward Island","Total receipts","57988.0"
"2400","2015/12","Prince Edward Island","Total receipts","71762.0"
"2401","2008/01","Prince Edward Island","Receipts from other provinces","92270.0"
"2402","2008/02","Prince Edward Island","Receipts from other provinces","90545.0"
"2403","2008/03","Prince Edward Island","Receipts from other provinces","93484.0"
"2404","2008/04","Prince Edward Island","Receipts from other provinces","86196.0"
"2405","2008/05","Prince Edward Island","Receipts from other provinces","89897.0"
"2406","2008/06","Prince Edward Island","Receipts from other provinces","88239.0"
"2407","2008/07","Prince Edward Island","Receipts from other provinces","101496.0"
"2408","2008/08","Prince Edward Island","Receipts from other provinces","94201.0"
"2409","2008/09","Prince Edward Island","Receipts from other provinces","82499.0"
"2410","2008/10","Prince Edward Island","Receipts from other provinces","82398.0"
"2411","2008/11","Prince Edward Island","Receipts from other provinces","86223.0"
"2412","2008/12","Prince Edward Island","Receipts from other provinces","93023.0"
"2413","2009/01","Prince Edward Island","Receipts from other provinces","101191.0"
"2414","2009/02","Prince Edward Island","Receipts from other provinces","86127.0"
"2415","2009/03","Prince Edward Island","Receipts from other provinces","91814.0"
"2416","2009/04","Prince Edward Island","Receipts from other provinces","78814.0"
"2417","2009/05","Prince Edward Island","Receipts from other provinces","80032.0"
"2418","2009/06","Prince Edward Island","Receipts from other provinces","83934.0"
"2419","2009/07","Prince Edward Island","Receipts from other provinces","93024.0"
"2420","2009/08","Prince Edward Island","Receipts from other provinces","97144.0"
"2421","2009/09","Prince Edward Island","Receipts from other provinces","64015.0"
"2422","2009/10","Prince Edward Island","Receipts from other provinces","81557.0"
"2423","2009/11","Prince Edward Island","Receipts from other provinces","82655.0"
"2424","2009/12","Prince Edward Island","Receipts from other provinces","92745.0"
"2425","2010/01","Prince Edward Island","Receipts from other provinces","92492.0"
"2426","2010/02","Prince Edward Island","Receipts from other provinces","83431.0"
"2427","2010/03","Prince Edward Island","Receipts from other provinces","85231.0"
"2428","2010/04","Prince Edward Island","Receipts from other provinces","77550.0"
"2429","2010/05","Prince Edward Island","Receipts from other provinces","77733.0"
"2430","2010/06","Prince Edward Island","Receipts from other provinces","81917.0"
"2431","2010/07","Prince Edward Island","Receipts from other provinces","88687.0"
"2432","2010/08","Prince Edward Island","Receipts from other provinces","96845.0"
"2433","2010/09","Prince Edward Island","Receipts from other provinces","76089.0"
"2434","2010/10","Prince Edward Island","Receipts from other provinces","81003.0"
"2435","2010/11","Prince Edward Island","Receipts from other provinces","83154.0"
"2436","2010/12","Prince Edward Island","Receipts from other provinces","83062.0"
"2437","2011/01","Prince Edward Island","Receipts from other provinces","88541.0"
"2438","2011/02","Prince Edward Island","Receipts from other provinces","78528.0"
"2439","2011/03","Prince Edward Island","Receipts from other provinces","85351.0"
"2440","2011/04","Prince Edward Island","Receipts from other provinces","76337.0"
"2441","2011/05","Prince Edward Island","Receipts from other provinces","78718.0"
"2442","2011/06","Prince Edward Island","Receipts from other provinces","83159.0"
"2443","2011/07","Prince Edward Island","Receipts from other provinces","89772.0"
"2444","2011/08","Prince Edward Island","Receipts from other provinces","92884.0"
"2445","2011/09","Prince Edward Island","Receipts from other provinces","83809.0"
"2446","2011/10","Prince Edward Island","Receipts from other provinces","80731.0"
"2447","2011/11","Prince Edward Island","Receipts from other provinces","75770.0"
"2448","2011/12","Prince Edward Island","Receipts from other provinces","92113.0"
"2449","2012/01","Prince Edward Island","Receipts from other provinces","96405.0"
"2450","2012/02","Prince Edward Island","Receipts from other provinces","90670.0"
"2451","2012/03","Prince Edward Island","Receipts from other provinces","87300.0"
"2452","2012/04","Prince Edward Island","Receipts from other provinces","77778.0"
"2453","2012/05","Prince Edward Island","Receipts from other provinces","84541.0"
"2454","2012/06","Prince Edward Island","Receipts from other provinces","79181.0"
"2455","2012/07","Prince Edward Island","Receipts from other provinces","76828.0"
"2456","2012/08","Prince Edward Island","Receipts from other provinces","101257.0"
"2457","2012/09","Prince Edward Island","Receipts from other provinces","81571.0"
"2458","2012/10","Prince Edward Island","Receipts from other provinces","81742.0"
"2459","2012/11","Prince Edward Island","Receipts from other provinces","84656.0"
"2460","2012/12","Prince Edward Island","Receipts from other provinces","87673.0"
"2461","2013/01","Prince Edward Island","Receipts from other provinces","82500.0"
"2462","2013/02","Prince Edward Island","Receipts from other provinces","76404.0"
"2463","2013/03","Prince Edward Island","Receipts from other provinces","85603.0"
"2464","2013/04","Prince Edward Island","Receipts from other provinces","80141.0"
"2465","2013/05","Prince Edward Island","Receipts from other provinces","72773.0"
"2466","2013/06","Prince Edward Island","Receipts from other provinces","68223.0"
"2467","2013/07","Prince Edward Island","Receipts from other provinces","77368.0"
"2468","2013/08","Prince Edward Island","Receipts from other provinces","72864.0"
"2469","2013/09","Prince Edward Island","Receipts from other provinces","57621.0"
"2470","2013/10","Prince Edward Island","Receipts from other provinces","72603.0"
"2471","2013/11","Prince Edward Island","Receipts from other provinces","70767.0"
"2472","2013/12","Prince Edward Island","Receipts from other provinces","83485.0"
"2473","2014/01","Prince Edward Island","Receipts from other provinces","81064.0"
"2474","2014/02","Prince Edward Island","Receipts from other provinces","73907.0"
"2475","2014/03","Prince Edward Island","Receipts from other provinces","71473.0"
"2476","2014/04","Prince Edward Island","Receipts from other provinces","60088.0"
"2477","2014/05","Prince Edward Island","Receipts from other provinces","85360.0"
"2478","2014/06","Prince Edward Island","Receipts from other provinces","78489.0"
"2479","2014/07","Prince Edward Island","Receipts from other provinces","64415.0"
"2480","2014/08","Prince Edward Island","Receipts from other provinces","68319.0"
"2481","2014/09","Prince Edward Island","Receipts from other provinces","51051.0"
"2482","2014/10","Prince Edward Island","Receipts from other provinces","57521.0"
"2483","2014/11","Prince Edward Island","Receipts from other provinces","64620.0"
"2484","2014/12","Prince Edward Island","Receipts from other provinces","74738.0"
"2485","2015/01","Prince Edward Island","Receipts from other provinces","86280.0"
"2486","2015/02","Prince Edward Island","Receipts from other provinces","80803.0"
"2487","2015/03","Prince Edward Island","Receipts from other provinces","83542.0"
"2488","2015/04","Prince Edward Island","Receipts from other provinces","85838.0"
"2489","2015/05","Prince Edward Island","Receipts from other provinces","58264.0"
"2490","2015/06","Prince Edward Island","Receipts from other provinces","64079.0"
"2491","2015/07","Prince Edward Island","Receipts from other provinces","93875.0"
"2492","2015/08","Prince Edward Island","Receipts from other provinces","91797.0"
"2493","2015/09","Prince Edward Island","Receipts from other provinces","59739.0"
"2494","2015/10","Prince Edward Island","Receipts from other provinces","55131.0"
"2495","2015/11","Prince Edward Island","Receipts from other provinces","57988.0"
"2496","2015/12","Prince Edward Island","Receipts from other provinces","71762.0"
"2497","2008/01","Prince Edward Island","Total deliveries","0.0"
"2498","2008/02","Prince Edward Island","Total deliveries","0.0"
"2499","2008/03","Prince Edward Island","Total deliveries","0.0"
"2500","2008/04","Prince Edward Island","Total deliveries","0.0"
"2501","2008/05","Prince Edward Island","Total deliveries","0.0"
"2502","2008/06","Prince Edward Island","Total deliveries","0.0"
"2503","2008/07","Prince Edward Island","Total deliveries","0.0"
"2504","2008/08","Prince Edward Island","Total deliveries","0.0"
"2505","2008/09","Prince Edward Island","Total deliveries","0.0"
"2506","2008/10","Prince Edward Island","Total deliveries","0.0"
"2507","2008/11","Prince Edward Island","Total deliveries","0.0"
"2508","2008/12","Prince Edward Island","Total deliveries","0.0"
"2509","2009/01","Prince Edward Island","Total deliveries","0.0"
"2510","2009/02","Prince Edward Island","Total deliveries","0.0"
"2511","2009/03","Prince Edward Island","Total deliveries","0.0"
"2512","2009/04","Prince Edward Island","Total deliveries","0.0"
"2513","2009/05","Prince Edward Island","Total deliveries","0.0"
"2514","2009/06","Prince Edward Island","Total deliveries","154.0"
"2515","2009/07","Prince Edward Island","Total deliveries","0.0"
"2516","2009/08","Prince Edward Island","Total deliveries","0.0"
"2517","2009/09","Prince Edward Island","Total deliveries","0.0"
"2518","2009/10","Prince Edward Island","Total deliveries","0.0"
"2519","2009/11","Prince Edward Island","Total deliveries","0.0"
"2520","2009/12","Prince Edward Island","Total deliveries","0.0"
"2521","2010/01","Prince Edward Island","Total deliveries","0.0"
"2522","2010/02","Prince Edward Island","Total deliveries","0.0"
"2523","2010/03","Prince Edward Island","Total deliveries","0.0"
"2524","2010/04","Prince Edward Island","Total deliveries","0.0"
"2525","2010/05","Prince Edward Island","Total deliveries","0.0"
"2526","2010/06","Prince Edward Island","Total deliveries","0.0"
"2527","2010/07","Prince Edward Island","Total deliveries","0.0"
"2528","2010/08","Prince Edward Island","Total deliveries","8112.0"
"2529","2010/09","Prince Edward Island","Total deliveries","20333.0"
"2530","2010/10","Prince Edward Island","Total deliveries","29618.0"
"2531","2010/11","Prince Edward Island","Total deliveries","24618.0"
"2532","2010/12","Prince Edward Island","Total deliveries","27641.0"
"2533","2011/01","Prince Edward Island","Total deliveries","26644.0"
"2534","2011/02","Prince Edward Island","Total deliveries","26597.0"
"2535","2011/03","Prince Edward Island","Total deliveries","30034.0"
"2536","2011/04","Prince Edward Island","Total deliveries","24708.0"
"2537","2011/05","Prince Edward Island","Total deliveries","21479.0"
"2538","2011/06","Prince Edward Island","Total deliveries","10882.0"
"2539","2011/07","Prince Edward Island","Total deliveries",".."
"2540","2011/08","Prince Edward Island","Total deliveries",".."
"2541","2011/09","Prince Edward Island","Total deliveries",".."
"2542","2011/10","Prince Edward Island","Total deliveries",".."
"2543","2011/11","Prince Edward Island","Total deliveries",".."
"2544","2011/12","Prince Edward Island","Total deliveries",".."
"2545","2012/01","Prince Edward Island","Total deliveries",".."
"2546","2012/02","Prince Edward Island","Total deliveries",".."
"2547","2012/03","Prince Edward Island","Total deliveries",".."
"2548","2012/04","Prince Edward Island","Total deliveries",".."
"2549","2012/05","Prince Edward Island","Total deliveries",".."
"2550","2012/06","Prince Edward Island","Total deliveries",".."
"2551","2012/07","Prince Edward Island","Total deliveries",".."
"2552","2012/08","Prince Edward Island","Total deliveries",".."
"2553","2012/09","Prince Edward Island","Total deliveries",".."
"2554","2012/10","Prince Edward Island","Total deliveries",".."
"2555","2012/11","Prince Edward Island","Total deliveries",".."
"2556","2012/12","Prince Edward Island","Total deliveries",".."
"2557","2013/01","Prince Edward Island","Total deliveries",".."
"2558","2013/02","Prince Edward Island","Total deliveries",".."
"2559","2013/03","Prince Edward Island","Total deliveries",".."
"2560","2013/04","Prince Edward Island","Total deliveries",".."
"2561","2013/05","Prince Edward Island","Total deliveries",".."
"2562","2013/06","Prince Edward Island","Total deliveries",".."
"2563","2013/07","Prince Edward Island","Total deliveries",".."
"2564","2013/08","Prince Edward Island","Total deliveries",".."
"2565","2013/09","Prince Edward Island","Total deliveries",".."
"2566","2013/10","Prince Edward Island","Total deliveries",".."
"2567","2013/11","Prince Edward Island","Total deliveries",".."
"2568","2013/12","Prince Edward Island","Total deliveries",".."
"2569","2014/01","Prince Edward Island","Total deliveries",".."
"2570","2014/02","Prince Edward Island","Total deliveries",".."
"2571","2014/03","Prince Edward Island","Total deliveries",".."
"2572","2014/04","Prince Edward Island","Total deliveries",".."
"2573","2014/05","Prince Edward Island","Total deliveries",".."
"2574","2014/06","Prince Edward Island","Total deliveries",".."
"2575","2014/07","Prince Edward Island","Total deliveries",".."
"2576","2014/08","Prince Edward Island","Total deliveries",".."
"2577","2014/09","Prince Edward Island","Total deliveries",".."
"2578","2014/10","Prince Edward Island","Total deliveries",".."
"2579","2014/11","Prince Edward Island","Total deliveries",".."
"2580","2014/12","Prince Edward Island","Total deliveries",".."
"2581","2015/01","Prince Edward Island","Total deliveries",".."
"2582","2015/02","Prince Edward Island","Total deliveries",".."
"2583","2015/03","Prince Edward Island","Total deliveries",".."
"2584","2015/04","Prince Edward Island","Total deliveries",".."
"2585","2015/05","Prince Edward Island","Total deliveries",".."
"2586","2015/06","Prince Edward Island","Total deliveries",".."
"2587","2015/07","Prince Edward Island","Total deliveries",".."
"2588","2015/08","Prince Edward Island","Total deliveries",".."
"2589","2015/09","Prince Edward Island","Total deliveries","2156.0"
"2590","2015/10","Prince Edward Island","Total deliveries",".."
"2591","2015/11","Prince Edward Island","Total deliveries","3109.0"
"2592","2015/12","Prince Edward Island","Total deliveries","2913.0"
"2593","2008/01","Prince Edward Island","Deliveries to other provinces","0.0"
"2594","2008/02","Prince Edward Island","Deliveries to other provinces","0.0"
"2595","2008/03","Prince Edward Island","Deliveries to other provinces","0.0"
"2596","2008/04","Prince Edward Island","Deliveries to other provinces","0.0"
"2597","2008/05","Prince Edward Island","Deliveries to other provinces","0.0"
"2598","2008/06","Prince Edward Island","Deliveries to other provinces","0.0"
"2599","2008/07","Prince Edward Island","Deliveries to other provinces","0.0"
"2600","2008/08","Prince Edward Island","Deliveries to other provinces","0.0"
"2601","2008/09","Prince Edward Island","Deliveries to other provinces","0.0"
"2602","2008/10","Prince Edward Island","Deliveries to other provinces","0.0"
"2603","2008/11","Prince Edward Island","Deliveries to other provinces","0.0"
"2604","2008/12","Prince Edward Island","Deliveries to other provinces","0.0"
"2605","2009/01","Prince Edward Island","Deliveries to other provinces","0.0"
"2606","2009/02","Prince Edward Island","Deliveries to other provinces","0.0"
"2607","2009/03","Prince Edward Island","Deliveries to other provinces","0.0"
"2608","2009/04","Prince Edward Island","Deliveries to other provinces","0.0"
"2609","2009/05","Prince Edward Island","Deliveries to other provinces","0.0"
"2610","2009/06","Prince Edward Island","Deliveries to other provinces","154.0"
"2611","2009/07","Prince Edward Island","Deliveries to other provinces","0.0"
"2612","2009/08","Prince Edward Island","Deliveries to other provinces","0.0"
"2613","2009/09","Prince Edward Island","Deliveries to other provinces","0.0"
"2614","2009/10","Prince Edward Island","Deliveries to other provinces","0.0"
"2615","2009/11","Prince Edward Island","Deliveries to other provinces","0.0"
"2616","2009/12","Prince Edward Island","Deliveries to other provinces","0.0"
"2617","2010/01","Prince Edward Island","Deliveries to other provinces","0.0"
"2618","2010/02","Prince Edward Island","Deliveries to other provinces","0.0"
"2619","2010/03","Prince Edward Island","Deliveries to other provinces","0.0"
"2620","2010/04","Prince Edward Island","Deliveries to other provinces","0.0"
"2621","2010/05","Prince Edward Island","Deliveries to other provinces","0.0"
"2622","2010/06","Prince Edward Island","Deliveries to other provinces","0.0"
"2623","2010/07","Prince Edward Island","Deliveries to other provinces","0.0"
"2624","2010/08","Prince Edward Island","Deliveries to other provinces","8112.0"
"2625","2010/09","Prince Edward Island","Deliveries to other provinces","20333.0"
"2626","2010/10","Prince Edward Island","Deliveries to other provinces","29618.0"
"2627","2010/11","Prince Edward Island","Deliveries to other provinces","24618.0"
"2628","2010/12","Prince Edward Island","Deliveries to other provinces","27641.0"
"2629","2011/01","Prince Edward Island","Deliveries to other provinces","26644.0"
"2630","2011/02","Prince Edward Island","Deliveries to other provinces","26597.0"
"2631","2011/03","Prince Edward Island","Deliveries to other provinces","30034.0"
"2632","2011/04","Prince Edward Island","Deliveries to other provinces","24708.0"
"2633","2011/05","Prince Edward Island","Deliveries to other provinces","21479.0"
"2634","2011/06","Prince Edward Island","Deliveries to other provinces","10882.0"
"2635","2011/07","Prince Edward Island","Deliveries to other provinces",".."
"2636","2011/08","Prince Edward Island","Deliveries to other provinces",".."
"2637","2011/09","Prince Edward Island","Deliveries to other provinces",".."
"2638","2011/10","Prince Edward Island","Deliveries to other provinces",".."
"2639","2011/11","Prince Edward Island","Deliveries to other provinces",".."
"2640","2011/12","Prince Edward Island","Deliveries to other provinces",".."
"2641","2012/01","Prince Edward Island","Deliveries to other provinces",".."
"2642","2012/02","Prince Edward Island","Deliveries to other provinces",".."
"2643","2012/03","Prince Edward Island","Deliveries to other provinces",".."
"2644","2012/04","Prince Edward Island","Deliveries to other provinces",".."
"2645","2012/05","Prince Edward Island","Deliveries to other provinces",".."
"2646","2012/06","Prince Edward Island","Deliveries to other provinces",".."
"2647","2012/07","Prince Edward Island","Deliveries to other provinces",".."
"2648","2012/08","Prince Edward Island","Deliveries to other provinces",".."
"2649","2012/09","Prince Edward Island","Deliveries to other provinces",".."
"2650","2012/10","Prince Edward Island","Deliveries to other provinces",".."
"2651","2012/11","Prince Edward Island","Deliveries to other provinces",".."
"2652","2012/12","Prince Edward Island","Deliveries to other provinces",".."
"2653","2013/01","Prince Edward Island","Deliveries to other provinces",".."
"2654","2013/02","Prince Edward Island","Deliveries to other provinces",".."
"2655","2013/03","Prince Edward Island","Deliveries to other provinces",".."
"2656","2013/04","Prince Edward Island","Deliveries to other provinces",".."
"2657","2013/05","Prince Edward Island","Deliveries to other provinces",".."
"2658","2013/06","Prince Edward Island","Deliveries to other provinces",".."
"2659","2013/07","Prince Edward Island","Deliveries to other provinces",".."
"2660","2013/08","Prince Edward Island","Deliveries to other provinces",".."
"2661","2013/09","Prince Edward Island","Deliveries to other provinces",".."
"2662","2013/10","Prince Edward Island","Deliveries to other provinces",".."
"2663","2013/11","Prince Edward Island","Deliveries to other provinces",".."
"2664","2013/12","Prince Edward Island","Deliveries to other provinces",".."
"2665","2014/01","Prince Edward Island","Deliveries to other provinces",".."
"2666","2014/02","Prince Edward Island","Deliveries to other provinces",".."
"2667","2014/03","Prince Edward Island","Deliveries to other provinces",".."
"2668","2014/04","Prince Edward Island","Deliveries to other provinces",".."
"2669","2014/05","Prince Edward Island","Deliveries to other provinces",".."
"2670","2014/06","Prince Edward Island","Deliveries to other provinces",".."
"2671","2014/07","Prince Edward Island","Deliveries to other provinces",".."
"2672","2014/08","Prince Edward Island","Deliveries to other provinces",".."
"2673","2014/09","Prince Edward Island","Deliveries to other provinces",".."
"2674","2014/10","Prince Edward Island","Deliveries to other provinces",".."
"2675","2014/11","Prince Edward Island","Deliveries to other provinces",".."
"2676","2014/12","Prince Edward Island","Deliveries to other provinces",".."
"2677","2015/01","Prince Edward Island","Deliveries to other provinces",".."
"2678","2015/02","Prince Edward Island","Deliveries to other provinces",".."
"2679","2015/03","Prince Edward Island","Deliveries to other provinces",".."
"2680","2015/04","Prince Edward Island","Deliveries to other provinces",".."
"2681","2015/05","Prince Edward Island","Deliveries to other provinces",".."
"2682","2015/06","Prince Edward Island","Deliveries to other provinces",".."
"2683","2015/07","Prince Edward Island","Deliveries to other provinces",".."
"2684","2015/08","Prince Edward Island","Deliveries to other provinces",".."
"2685","2015/09","Prince Edward Island","Deliveries to other provinces","2156.0"
"2686","2015/10","Prince Edward Island","Deliveries to other provinces",".."
"2687","2015/11","Prince Edward Island","Deliveries to other provinces","3109.0"
"2688","2015/12","Prince Edward Island","Deliveries to other provinces","2913.0"
"2689","2008/01","Prince Edward Island","Total firm deliveries","0.0"
"2690","2008/02","Prince Edward Island","Total firm deliveries","0.0"
"2691","2008/03","Prince Edward Island","Total firm deliveries","0.0"
"2692","2008/04","Prince Edward Island","Total firm deliveries","0.0"
"2693","2008/05","Prince Edward Island","Total firm deliveries","0.0"
"2694","2008/06","Prince Edward Island","Total firm deliveries","0.0"
"2695","2008/07","Prince Edward Island","Total firm deliveries","0.0"
"2696","2008/08","Prince Edward Island","Total firm deliveries","0.0"
"2697","2008/09","Prince Edward Island","Total firm deliveries","0.0"
"2698","2008/10","Prince Edward Island","Total firm deliveries","0.0"
"2699","2008/11","Prince Edward Island","Total firm deliveries","0.0"
"2700","2008/12","Prince Edward Island","Total firm deliveries","0.0"
"2701","2009/01","Prince Edward Island","Total firm deliveries","0.0"
"2702","2009/02","Prince Edward Island","Total firm deliveries","0.0"
"2703","2009/03","Prince Edward Island","Total firm deliveries","0.0"
"2704","2009/04","Prince Edward Island","Total firm deliveries","0.0"
"2705","2009/05","Prince Edward Island","Total firm deliveries","0.0"
"2706","2009/06","Prince Edward Island","Total firm deliveries","154.0"
"2707","2009/07","Prince Edward Island","Total firm deliveries","0.0"
"2708","2009/08","Prince Edward Island","Total firm deliveries","0.0"
"2709","2009/09","Prince Edward Island","Total firm deliveries","0.0"
"2710","2009/10","Prince Edward Island","Total firm deliveries","0.0"
"2711","2009/11","Prince Edward Island","Total firm deliveries","0.0"
"2712","2009/12","Prince Edward Island","Total firm deliveries","0.0"
